11:59:38,30,2
12:00:10,620,67
12:01:38,1273,433
12:02:17,1741,661
12:03:04,2437,544
12:03:46,3016,751
12:04:17,3802,650
12:05:01,4487,699
12:05:35,4525,716
12:06:18,4591,1001
12:07:06,4841,793
12:07:49,4841,858
12:08:37,5266,992
12:10:50,5774,941
12:11:39,5774,814
12:12:31,5774,911
12:13:25,5827,842
12:14:21,5827,981
12:15:21,5827,926
12:16:18,5827,908
12:17:17,5827,1084
12:20:32,5827,848
12:21:34,5827,1049
12:22:33,5827,1050
12:23:31,5827,1009
12:24:20,5827,944
19:21:42,705,67
19:22:20,790,67
19:22:22,790,67
19:22:59,875,67
19:23:00,875,67
19:23:03,875,67
19:23:05,875,67
19:23:07,875,67
19:23:09,875,67
19:23:10,875,67
19:23:52,960,67
19:23:55,960,67
19:24:32,1045,67
19:24:34,1045,67
19:24:36,1045,67
19:24:38,1045,67
19:24:40,1045,67
19:25:43,1045,67
19:25:44,1045,67
19:25:46,1045,67
19:25:48,1045,67
19:25:50,1045,67
19:25:51,1045,67
19:25:53,1045,67
19:25:55,1045,67
19:25:57,1045,67
19:25:59,1045,67
19:26:01,1045,67
19:26:03,1045,67
19:26:49,1130,67
19:26:51,1130,67
19:26:53,1130,67
19:26:56,1130,67
19:26:58,1130,67
19:27:00,1130,67
19:27:01,1130,67
19:27:03,1130,67
19:27:05,1130,67
19:27:08,1130,67
19:27:11,1130,67
19:27:12,1130,67
19:27:57,1215,67
19:27:59,1215,67
19:28:02,1215,67
19:28:04,1215,67
19:28:06,1215,67
19:28:08,1215,67
19:28:10,1215,67
19:28:12,1215,67
19:28:14,1215,67
19:28:16,1215,67
19:28:17,1215,67
19:28:19,1215,67
19:29:01,1300,67
19:29:02,1300,67
19:29:04,1300,67
19:29:06,1300,67
19:29:08,1300,67
19:29:13,1300,67
19:29:16,1300,67
19:29:17,1300,67
19:29:19,1300,67
19:29:20,1300,67
19:29:23,1300,67
19:29:24,1300,67
19:30:02,1300,67
19:30:04,1300,67
19:30:06,1300,67
19:30:08,1300,67
19:30:48,1300,67
19:30:50,1300,67
19:30:52,1300,67
19:30:55,1300,67
19:30:57,1300,67
19:30:59,1300,67
19:31:00,1300,67
19:31:02,1300,67
19:31:04,1300,67
19:31:33,1300,67
19:31:35,1300,67
19:31:37,1300,67
19:32:13,1300,67
19:32:14,1300,67
19:32:17,1300,67
19:32:18,1300,67
19:32:20,1300,67
19:32:21,1300,67
19:32:23,1300,67
19:32:25,1300,67
19:32:26,1300,67
19:32:28,1300,67
19:32:30,1300,67
19:32:32,1300,67
19:33:14,1300,67
19:33:15,1300,67
19:33:17,1300,67
19:33:19,1300,67
19:33:21,1300,67
19:33:22,1300,67
19:33:24,1300,67
19:33:25,1300,67
19:33:27,1300,67
19:33:28,1300,67
19:33:31,1300,67
19:33:32,1300,67
19:34:33,1300,67
19:34:35,1300,67
19:34:37,1300,67
19:34:38,1300,67
19:34:41,1300,67
19:34:43,1300,67
19:34:45,1300,67
19:34:46,1300,67
19:34:48,1300,67
19:34:49,1300,67
19:34:52,1300,67
19:34:54,1300,67
19:35:30,1300,67
19:35:31,1300,67
19:35:33,1300,67
19:35:34,1300,67
19:35:36,1300,67
19:35:37,1300,67
19:35:40,1300,67
19:35:42,1300,67
19:35:45,1300,67
19:35:47,1300,67
19:35:49,1300,67
19:35:50,1300,67
19:36:27,1300,67
19:36:29,1300,67
19:36:32,1300,67
19:36:33,1300,67
19:36:37,1300,67
19:36:39,1300,67
19:36:42,1300,67
19:36:46,1300,67
19:36:49,1300,67
19:36:51,1300,67
